path,id,cam,color,type
VeRi\image_query\0174_c008_00072170_0.jpg,174,8,gray,truck
VeRi\image_query\0174_c009_00044130_0.jpg,174,9,gray,truck
VeRi\image_query\0174_c010_00072765_0.jpg,174,10,gray,truck
VeRi\image_query\0174_c011_00072800_0.jpg,174,11,gray,truck
VeRi\image_query\0174_c012_00040335_0.jpg,174,12,gray,truck
VeRi\image_query\0174_c013_00040370_0.jpg,174,13,gray,truck
VeRi\image_query\0174_c017_00076990_1.jpg,174,17,gray,truck
VeRi\image_query\0177_c001_00072055_0.jpg,177,1,red,sedan
VeRi\image_query\0177_c012_00070025_0.jpg,177,12,red,sedan
VeRi\image_query\0177_c013_00070070_0.jpg,177,13,red,sedan
VeRi\image_query\0177_c014_00068590_0.jpg,177,14,red,sedan
VeRi\image_query\0177_c015_00068575_0.jpg,177,15,red,sedan
VeRi\image_query\0177_c016_00068270_0.jpg,177,16,red,sedan
VeRi\image_query\0177_c017_00069490_0.jpg,177,17,red,sedan
VeRi\image_query\0179_c001_00028745_0.jpg,179,1,red,sedan
VeRi\image_query\0179_c002_00029105_0.jpg,179,2,red,sedan
VeRi\image_query\0179_c012_00028010_0.jpg,179,12,red,sedan
VeRi\image_query\0179_c013_00028075_0.jpg,179,13,red,sedan
VeRi\image_query\0179_c014_00026615_0.jpg,179,14,red,sedan
VeRi\image_query\0179_c015_00026620_1.jpg,179,15,red,sedan
VeRi\image_query\0179_c017_00027470_0.jpg,179,17,red,sedan
VeRi\image_query\0179_c019_00027620_0.jpg,179,19,red,sedan
VeRi\image_query\0180_c002_00046530_0.jpg,180,2,red,sedan
VeRi\image_query\0180_c003_00063135_0.jpg,180,3,red,sedan
VeRi\image_query\0180_c004_00044875_0.jpg,180,4,red,sedan
VeRi\image_query\0180_c006_00045600_0.jpg,180,6,red,sedan
VeRi\image_query\0180_c008_00044735_0.jpg,180,8,red,sedan
VeRi\image_query\0180_c009_00044805_0.jpg,180,9,red,sedan
VeRi\image_query\0180_c010_00045575_0.jpg,180,10,red,sedan
VeRi\image_query\0180_c011_00062375_1.jpg,180,11,red,sedan
VeRi\image_query\0182_c002_00041180_0.jpg,182,2,red,sedan
VeRi\image_query\0182_c003_00039435_0.jpg,182,3,red,sedan
VeRi\image_query\0182_c004_00039355_0.jpg,182,4,red,sedan
VeRi\image_query\0182_c006_00039900_0.jpg,182,6,red,sedan
VeRi\image_query\0182_c008_00039245_0.jpg,182,8,red,sedan
VeRi\image_query\0182_c009_00039315_0.jpg,182,9,red,sedan
VeRi\image_query\0182_c010_00039885_0.jpg,182,10,red,sedan
VeRi\image_query\0182_c011_00039845_0.jpg,182,11,red,sedan
VeRi\image_query\0183_c001_00026450_1.jpg,183,1,red,sedan
VeRi\image_query\0183_c002_00025640_0.jpg,183,2,red,sedan
VeRi\image_query\0183_c012_00027180_0.jpg,183,12,red,sedan
VeRi\image_query\0183_c013_00027065_0.jpg,183,13,red,sedan
VeRi\image_query\0183_c014_00028825_0.jpg,183,14,red,sedan
VeRi\image_query\0183_c015_00028700_0.jpg,183,15,red,sedan
VeRi\image_query\0183_c016_00029115_0.jpg,183,16,red,sedan
VeRi\image_query\0183_c017_00027825_0.jpg,183,17,red,sedan
VeRi\image_query\0183_c019_00028110_0.jpg,183,19,red,sedan
VeRi\image_query\0188_c001_00050155_1.jpg,188,1,red,sedan
VeRi\image_query\0188_c002_00050790_1.jpg,188,2,red,sedan
VeRi\image_query\0188_c003_00054970_0.jpg,188,3,red,sedan
VeRi\image_query\0188_c004_00055000_0.jpg,188,4,red,sedan
VeRi\image_query\0188_c005_00055735_0.jpg,188,5,red,sedan
VeRi\image_query\0188_c006_00053360_0.jpg,188,6,red,sedan
VeRi\image_query\0188_c007_00055850_0.jpg,188,7,red,sedan
VeRi\image_query\0188_c008_00055320_0.jpg,188,8,red,sedan
VeRi\image_query\0188_c009_00055250_0.jpg,188,9,red,sedan
VeRi\image_query\0188_c010_00053545_0.jpg,188,10,red,sedan
VeRi\image_query\0188_c011_00053350_0.jpg,188,11,red,sedan
VeRi\image_query\0188_c012_00048585_0.jpg,188,12,red,sedan
VeRi\image_query\0188_c013_00048620_0.jpg,188,13,red,sedan
VeRi\image_query\0188_c014_00047140_0.jpg,188,14,red,sedan
VeRi\image_query\0188_c015_00047120_0.jpg,188,15,red,sedan
VeRi\image_query\0188_c016_00046980_0.jpg,188,16,red,sedan
VeRi\image_query\0188_c017_00047990_0.jpg,188,17,red,sedan
VeRi\image_query\0188_c019_00047725_0.jpg,188,19,red,sedan
VeRi\image_query\0192_c003_00031745_0.jpg,192,3,red,suv
VeRi\image_query\0192_c004_00031650_0.jpg,192,4,red,suv
VeRi\image_query\0192_c005_00079340_0.jpg,192,5,red,suv
VeRi\image_query\0192_c006_00032285_0.jpg,192,6,red,suv
VeRi\image_query\0192_c007_00079460_0.jpg,192,7,red,suv
VeRi\image_query\0192_c008_00031570_0.jpg,192,8,red,suv
VeRi\image_query\0192_c009_00031635_0.jpg,192,9,red,suv
VeRi\image_query\0192_c010_00032220_0.jpg,192,10,red,suv
VeRi\image_query\0192_c011_00032245_0.jpg,192,11,red,suv
VeRi\image_query\0196_c003_00077975_0.jpg,196,3,brown,estate
VeRi\image_query\0196_c004_00077855_0.jpg,196,4,brown,estate
VeRi\image_query\0196_c006_00078425_0.jpg,196,6,brown,estate
VeRi\image_query\0196_c008_00077735_0.jpg,196,8,brown,estate
VeRi\image_query\0196_c009_00077835_0.jpg,196,9,brown,estate
VeRi\image_query\0196_c010_00078435_0.jpg,196,10,brown,estate
VeRi\image_query\0196_c011_00078440_0.jpg,196,11,brown,estate
VeRi\image_query\0197_c001_00026320_0.jpg,197,1,red,hatchback
VeRi\image_query\0197_c012_00024895_0.jpg,197,12,red,hatchback
VeRi\image_query\0197_c013_00025000_2.jpg,197,13,red,hatchback
VeRi\image_query\0197_c014_00035580_0.jpg,197,14,red,hatchback
VeRi\image_query\0197_c015_00035425_0.jpg,197,15,red,hatchback
VeRi\image_query\0197_c016_00013475_0.jpg,197,16,red,hatchback
VeRi\image_query\0197_c017_00024035_1.jpg,197,17,red,hatchback
VeRi\image_query\0197_c019_00023660_0.jpg,197,19,red,hatchback
VeRi\image_query\0205_c002_00054545_1.jpg,205,2,red,hatchback
VeRi\image_query\0205_c003_00056520_0.jpg,205,3,red,hatchback
VeRi\image_query\0205_c004_00056490_0.jpg,205,4,red,hatchback
VeRi\image_query\0205_c005_00057145_0.jpg,205,5,red,hatchback
VeRi\image_query\0205_c006_00055760_0.jpg,205,6,red,hatchback
VeRi\image_query\0205_c007_00057315_0.jpg,205,7,red,hatchback
VeRi\image_query\0205_c008_00056710_0.jpg,205,8,red,hatchback
VeRi\image_query\0205_c009_00056670_0.jpg,205,9,red,hatchback
VeRi\image_query\0205_c010_00055905_0.jpg,205,10,red,hatchback
VeRi\image_query\0205_c011_00055725_0.jpg,205,11,red,hatchback
VeRi\image_query\0207_c001_00029475_0.jpg,207,1,red,hatchback
VeRi\image_query\0207_c012_00029135_0.jpg,207,12,red,hatchback
VeRi\image_query\0207_c013_00029180_0.jpg,207,13,red,hatchback
VeRi\image_query\0207_c014_00010170_0.jpg,207,14,red,hatchback
VeRi\image_query\0207_c015_00010090_0.jpg,207,15,red,hatchback
VeRi\image_query\0207_c016_00010480_1.jpg,207,16,red,hatchback
VeRi\image_query\0207_c017_00009240_0.jpg,207,17,red,hatchback
VeRi\image_query\0207_c019_00009530_0.jpg,207,19,red,hatchback
VeRi\image_query\0216_c014_00089375_0.jpg,216,14,red,hatchback
VeRi\image_query\0216_c015_00089195_0.jpg,216,15,red,hatchback
VeRi\image_query\0216_c016_00089725_0.jpg,216,16,red,hatchback
VeRi\image_query\0218_c003_00043620_0.jpg,218,3,red,hatchback
VeRi\image_query\0218_c004_00043495_0.jpg,218,4,red,hatchback
VeRi\image_query\0218_c005_00067700_0.jpg,218,5,red,hatchback
VeRi\image_query\0218_c006_00044160_0.jpg,218,6,red,hatchback
VeRi\image_query\0218_c007_00067825_0.jpg,218,7,red,hatchback
VeRi\image_query\0218_c008_00043350_0.jpg,218,8,red,hatchback
VeRi\image_query\0218_c009_00043410_0.jpg,218,9,red,hatchback
VeRi\image_query\0218_c010_00044135_0.jpg,218,10,red,hatchback
VeRi\image_query\0218_c011_00044120_0.jpg,218,11,red,hatchback
VeRi\image_query\0219_c001_00026305_1.jpg,219,1,red,hatchback
VeRi\image_query\0219_c012_00026705_0.jpg,219,12,red,hatchback
VeRi\image_query\0219_c013_00026615_1.jpg,219,13,red,hatchback
VeRi\image_query\0219_c014_00027875_0.jpg,219,14,red,hatchback
VeRi\image_query\0219_c015_00027760_0.jpg,219,15,red,hatchback
VeRi\image_query\0219_c016_00028985_0.jpg,219,16,red,hatchback
VeRi\image_query\0219_c017_00027085_0.jpg,219,17,red,hatchback
VeRi\image_query\0219_c019_00027280_0.jpg,219,19,red,hatchback
VeRi\image_query\0231_c001_00038120_0.jpg,231,1,golden,sedan
VeRi\image_query\0231_c002_00038560_0.jpg,231,2,golden,sedan
VeRi\image_query\0231_c012_00036295_0.jpg,231,12,golden,sedan
VeRi\image_query\0231_c014_00035040_0.jpg,231,14,golden,sedan
VeRi\image_query\0231_c015_00034995_0.jpg,231,15,golden,sedan
VeRi\image_query\0231_c016_00034845_1.jpg,231,16,golden,sedan
VeRi\image_query\0231_c017_00035840_0.jpg,231,17,golden,sedan
VeRi\image_query\0231_c019_00035670_0.jpg,231,19,golden,sedan
VeRi\image_query\0237_c014_00065515_0.jpg,237,14,golden,sedan
VeRi\image_query\0237_c015_00065485_0.jpg,237,15,golden,sedan
VeRi\image_query\0237_c016_00065285_0.jpg,237,16,golden,sedan
VeRi\image_query\0240_c001_00045355_0.jpg,240,1,golden,suv
VeRi\image_query\0240_c002_00044140_0.jpg,240,2,golden,suv
VeRi\image_query\0240_c012_00046160_0.jpg,240,12,golden,suv
VeRi\image_query\0240_c013_00046075_0.jpg,240,13,golden,suv
VeRi\image_query\0240_c014_00047435_0.jpg,240,14,golden,suv
VeRi\image_query\0240_c015_00047245_0.jpg,240,15,golden,suv
VeRi\image_query\0240_c016_00047710_0.jpg,240,16,golden,suv
VeRi\image_query\0240_c017_00046615_0.jpg,240,17,golden,suv
VeRi\image_query\0240_c019_00046800_0.jpg,240,19,golden,suv
VeRi\image_query\0241_c001_00033480_0.jpg,241,1,golden,van
VeRi\image_query\0241_c002_00029810_0.jpg,241,2,golden,van
VeRi\image_query\0241_c012_00034150_0.jpg,241,12,golden,van
VeRi\image_query\0241_c013_00034020_0.jpg,241,13,golden,van
VeRi\image_query\0241_c014_00035810_0.jpg,241,14,golden,van
VeRi\image_query\0241_c015_00035640_0.jpg,241,15,golden,van
VeRi\image_query\0241_c016_00036400_0.jpg,241,16,golden,van
VeRi\image_query\0241_c017_00034715_0.jpg,241,17,golden,van
VeRi\image_query\0241_c019_00034985_0.jpg,241,19,golden,van
VeRi\image_query\0247_c001_00086435_0.jpg,247,1,brown,sedan
VeRi\image_query\0247_c002_00089940_0.jpg,247,2,brown,sedan
VeRi\image_query\0247_c012_00084215_0.jpg,247,12,brown,sedan
VeRi\image_query\0247_c013_00084275_0.jpg,247,13,brown,sedan
VeRi\image_query\0247_c014_00082340_0.jpg,247,14,brown,sedan
VeRi\image_query\0247_c015_00082380_0.jpg,247,15,brown,sedan
VeRi\image_query\0247_c016_00082105_0.jpg,247,16,brown,sedan
VeRi\image_query\0247_c017_00083635_0.jpg,247,17,brown,sedan
VeRi\image_query\0247_c019_00083350_0.jpg,247,19,brown,sedan
VeRi\image_query\0249_c001_00019250_0.jpg,249,1,brown,sedan
VeRi\image_query\0249_c002_00018350_1.jpg,249,2,brown,sedan
VeRi\image_query\0249_c012_00019845_1.jpg,249,12,brown,sedan
VeRi\image_query\0249_c013_00019735_0.jpg,249,13,brown,sedan
VeRi\image_query\0249_c014_00021390_0.jpg,249,14,brown,sedan
VeRi\image_query\0249_c015_00021280_0.jpg,249,15,brown,sedan
VeRi\image_query\0249_c016_00021630_0.jpg,249,16,brown,sedan
VeRi\image_query\0249_c017_00020505_0.jpg,249,17,brown,sedan
VeRi\image_query\0249_c019_00020775_0.jpg,249,19,brown,sedan
VeRi\image_query\0262_c001_00014355_0.jpg,262,1,brown,suv
VeRi\image_query\0262_c012_00019940_0.jpg,262,12,brown,suv
VeRi\image_query\0262_c013_00013515_0.jpg,262,13,brown,suv
VeRi\image_query\0262_c014_00021880_0.jpg,262,14,brown,suv
VeRi\image_query\0262_c015_00021765_0.jpg,262,15,brown,suv
VeRi\image_query\0262_c016_00022125_0.jpg,262,16,brown,suv
VeRi\image_query\0262_c017_00020795_1.jpg,262,17,brown,suv
VeRi\image_query\0262_c019_00021130_0.jpg,262,19,brown,suv
VeRi\image_query\0273_c001_00040670_0.jpg,273,1,blue,bus
VeRi\image_query\0273_c002_00039190_1.jpg,273,2,blue,bus
VeRi\image_query\0273_c003_00036590_0.jpg,273,3,blue,bus
VeRi\image_query\0273_c004_00036465_0.jpg,273,4,blue,bus
VeRi\image_query\0273_c006_00037765_0.jpg,273,6,blue,bus
VeRi\image_query\0273_c008_00036280_0.jpg,273,8,blue,bus
VeRi\image_query\0273_c009_00036350_0.jpg,273,9,blue,bus
VeRi\image_query\0273_c010_00037625_0.jpg,273,10,blue,bus
VeRi\image_query\0273_c011_00037785_1.jpg,273,11,blue,bus
VeRi\image_query\0273_c012_00041175_0.jpg,273,12,blue,bus
VeRi\image_query\0273_c013_00041050_0.jpg,273,13,blue,bus
VeRi\image_query\0273_c014_00000540_1.jpg,273,14,blue,bus
VeRi\image_query\0273_c015_00044265_0.jpg,273,15,blue,bus
VeRi\image_query\0273_c016_00045345_0.jpg,273,16,blue,bus
VeRi\image_query\0273_c017_00042500_0.jpg,273,17,blue,bus
VeRi\image_query\0273_c019_00042810_0.jpg,273,19,blue,bus
VeRi\image_query\0281_c001_00033830_0.jpg,281,1,blue,bus
VeRi\image_query\0281_c002_00031880_0.jpg,281,2,blue,bus
VeRi\image_query\0281_c003_00030185_0.jpg,281,3,blue,bus
VeRi\image_query\0281_c004_00030085_0.jpg,281,4,blue,bus
VeRi\image_query\0281_c006_00031000_0.jpg,281,6,blue,bus
VeRi\image_query\0281_c008_00029935_0.jpg,281,8,blue,bus
VeRi\image_query\0281_c009_00030010_0.jpg,281,9,blue,bus
VeRi\image_query\0281_c010_00030780_0.jpg,281,10,blue,bus
VeRi\image_query\0281_c011_00030970_0.jpg,281,11,blue,bus
VeRi\image_query\0281_c012_00034420_0.jpg,281,12,blue,bus
VeRi\image_query\0281_c013_00034275_0.jpg,281,13,blue,bus
VeRi\image_query\0281_c014_00037925_0.jpg,281,14,blue,bus
VeRi\image_query\0281_c015_00037740_0.jpg,281,15,blue,bus
VeRi\image_query\0281_c016_00039645_0.jpg,281,16,blue,bus
VeRi\image_query\0281_c017_00036150_0.jpg,281,17,blue,bus
VeRi\image_query\0281_c019_00036455_0.jpg,281,19,blue,bus
VeRi\image_query\0288_c001_00064095_1.jpg,288,1,white,hatchback
VeRi\image_query\0288_c002_00061675_0.jpg,288,2,white,hatchback
VeRi\image_query\0288_c003_00028770_0.jpg,288,3,white,hatchback
VeRi\image_query\0288_c004_00028640_0.jpg,288,4,white,hatchback
VeRi\image_query\0288_c006_00029355_0.jpg,288,6,white,hatchback
VeRi\image_query\0288_c008_00028550_0.jpg,288,8,white,hatchback
VeRi\image_query\0288_c009_00028575_0.jpg,288,9,white,hatchback
VeRi\image_query\0288_c010_00029300_0.jpg,288,10,white,hatchback
VeRi\image_query\0288_c011_00029320_0.jpg,288,11,white,hatchback
VeRi\image_query\0288_c012_00064570_0.jpg,288,12,white,hatchback
VeRi\image_query\0288_c013_00064430_0.jpg,288,13,white,hatchback
VeRi\image_query\0294_c003_00060980_0.jpg,294,3,white,hatchback
VeRi\image_query\0294_c004_00060935_0.jpg,294,4,white,hatchback
VeRi\image_query\0294_c005_00061680_0.jpg,294,5,white,hatchback
VeRi\image_query\0294_c007_00061875_0.jpg,294,7,white,hatchback
VeRi\image_query\0294_c009_00061205_0.jpg,294,9,white,hatchback
VeRi\image_query\0294_c010_00057310_0.jpg,294,10,white,hatchback
VeRi\image_query\0295_c001_00038450_0.jpg,295,1,white,hatchback
VeRi\image_query\0295_c002_00038855_0.jpg,295,2,white,hatchback
VeRi\image_query\0295_c012_00038020_0.jpg,295,12,white,hatchback
VeRi\image_query\0295_c013_00038040_0.jpg,295,13,white,hatchback
VeRi\image_query\0295_c014_00036620_0.jpg,295,14,white,hatchback
VeRi\image_query\0295_c015_00036585_0.jpg,295,15,white,hatchback
VeRi\image_query\0295_c016_00036345_0.jpg,295,16,white,hatchback
VeRi\image_query\0295_c017_00037490_0.jpg,295,17,white,hatchback
VeRi\image_query\0295_c019_00037285_0.jpg,295,19,white,hatchback
VeRi\image_query\0296_c001_00062155_0.jpg,296,1,white,estate
VeRi\image_query\0296_c002_00062820_0.jpg,296,2,white,estate
VeRi\image_query\0296_c012_00060375_0.jpg,296,12,white,estate
VeRi\image_query\0296_c013_00060505_1.jpg,296,13,white,estate
VeRi\image_query\0296_c014_00058475_0.jpg,296,14,white,estate
VeRi\image_query\0296_c015_00058505_0.jpg,296,15,white,estate
VeRi\image_query\0296_c016_00058220_1.jpg,296,16,white,estate
VeRi\image_query\0296_c017_00059700_0.jpg,296,17,white,estate
VeRi\image_query\0296_c019_00059405_1.jpg,296,19,white,estate
VeRi\image_query\0298_c014_00045200_0.jpg,298,14,white,van
VeRi\image_query\0298_c015_00045200_0.jpg,298,15,white,van
VeRi\image_query\0298_c016_00044940_0.jpg,298,16,white,van
VeRi\image_query\0298_c017_00046265_0.jpg,298,17,white,van
VeRi\image_query\0298_c018_00046485_0.jpg,298,18,white,van
VeRi\image_query\0298_c019_00045845_1.jpg,298,19,white,van
VeRi\image_query\0299_c002_00076045_0.jpg,299,2,white,van
VeRi\image_query\0299_c003_00077715_0.jpg,299,3,white,van
VeRi\image_query\0299_c004_00077700_0.jpg,299,4,white,van
VeRi\image_query\0299_c005_00078445_0.jpg,299,5,white,van
VeRi\image_query\0299_c006_00076930_0.jpg,299,6,white,van
VeRi\image_query\0299_c008_00077935_0.jpg,299,8,white,van
VeRi\image_query\0299_c009_00077890_0.jpg,299,9,white,van
VeRi\image_query\0299_c010_00077080_0.jpg,299,10,white,van
VeRi\image_query\0299_c011_00076930_0.jpg,299,11,white,van
VeRi\image_query\0300_c001_00080740_0.jpg,300,1,white,hatchback
VeRi\image_query\0300_c002_00081350_0.jpg,300,2,white,hatchback
VeRi\image_query\0300_c012_00078670_0.jpg,300,12,white,hatchback
VeRi\image_query\0300_c013_00078770_0.jpg,300,13,white,hatchback
VeRi\image_query\0300_c014_00076845_0.jpg,300,14,white,hatchback
VeRi\image_query\0300_c015_00076860_0.jpg,300,15,white,hatchback
VeRi\image_query\0300_c016_00076610_0.jpg,300,16,white,hatchback
VeRi\image_query\0300_c017_00077985_0.jpg,300,17,white,hatchback
VeRi\image_query\0300_c019_00077665_0.jpg,300,19,white,hatchback
VeRi\image_query\0306_c003_00016480_0.jpg,306,3,white,hatchback
VeRi\image_query\0306_c004_00016435_0.jpg,306,4,white,hatchback
VeRi\image_query\0306_c005_00081190_0.jpg,306,5,white,hatchback
VeRi\image_query\0306_c007_00081280_0.jpg,306,7,white,hatchback
VeRi\image_query\0306_c008_00014040_0.jpg,306,8,white,hatchback
VeRi\image_query\0306_c009_00080910_0.jpg,306,9,white,hatchback
VeRi\image_query\0310_c002_00014075_0.jpg,310,2,white,sedan
VeRi\image_query\0310_c003_00015920_0.jpg,310,3,white,sedan
VeRi\image_query\0310_c004_00015930_0.jpg,310,4,white,sedan
VeRi\image_query\0310_c005_00016855_1.jpg,310,5,white,sedan
VeRi\image_query\0310_c006_00015025_0.jpg,310,6,white,sedan
VeRi\image_query\0310_c007_00017020_0.jpg,310,7,white,sedan
VeRi\image_query\0310_c008_00016235_0.jpg,310,8,white,sedan
VeRi\image_query\0310_c009_00016120_0.jpg,310,9,white,sedan
VeRi\image_query\0310_c010_00015150_0.jpg,310,10,white,sedan
VeRi\image_query\0310_c011_00014960_0.jpg,310,11,white,sedan
VeRi\image_query\0315_c001_00033425_0.jpg,315,1,white,sedan
VeRi\image_query\0315_c002_00027290_0.jpg,315,2,white,sedan
VeRi\image_query\0315_c003_00000615_0.jpg,315,3,white,sedan
VeRi\image_query\0315_c004_00000570_0.jpg,315,4,white,sedan
VeRi\image_query\0315_c006_00000110_0.jpg,315,6,white,sedan
VeRi\image_query\0315_c008_00000840_0.jpg,315,8,white,sedan
VeRi\image_query\0315_c009_00000755_0.jpg,315,9,white,sedan
VeRi\image_query\0315_c010_00000200_0.jpg,315,10,white,sedan
VeRi\image_query\0315_c011_00000055_0.jpg,315,11,white,sedan
VeRi\image_query\0315_c012_00034005_0.jpg,315,12,white,sedan
VeRi\image_query\0315_c013_00033890_0.jpg,315,13,white,sedan
VeRi\image_query\0315_c014_00035440_0.jpg,315,14,white,sedan
VeRi\image_query\0315_c015_00035180_0.jpg,315,15,white,sedan
VeRi\image_query\0315_c016_00035975_0.jpg,315,16,white,sedan
VeRi\image_query\0315_c017_00034470_0.jpg,315,17,white,sedan
VeRi\image_query\0315_c019_00034675_0.jpg,315,19,white,sedan
VeRi\image_query\0318_c001_00026120_0.jpg,318,1,white,sedan
VeRi\image_query\0318_c002_00004375_0.jpg,318,2,white,sedan
VeRi\image_query\0318_c003_00006125_0.jpg,318,3,white,sedan
VeRi\image_query\0318_c004_00006030_0.jpg,318,4,white,sedan
VeRi\image_query\0318_c005_00006845_1.jpg,318,5,white,sedan
VeRi\image_query\0318_c006_00005475_0.jpg,318,6,white,sedan
VeRi\image_query\0318_c007_00006930_0.jpg,318,7,white,sedan
VeRi\image_query\0318_c008_00006275_0.jpg,318,8,white,sedan
VeRi\image_query\0318_c009_00006170_0.jpg,318,9,white,sedan
VeRi\image_query\0318_c010_00005575_0.jpg,318,10,white,sedan
VeRi\image_query\0318_c011_00005410_0.jpg,318,11,white,sedan
VeRi\image_query\0318_c012_00024150_0.jpg,318,12,white,sedan
VeRi\image_query\0318_c013_00024200_0.jpg,318,13,white,sedan
VeRi\image_query\0318_c014_00022440_0.jpg,318,14,white,sedan
VeRi\image_query\0318_c015_00022445_0.jpg,318,15,white,sedan
VeRi\image_query\0318_c016_00022080_0.jpg,318,16,white,sedan
VeRi\image_query\0318_c017_00023530_0.jpg,318,17,white,sedan
VeRi\image_query\0318_c019_00023250_0.jpg,318,19,white,sedan
VeRi\image_query\0319_c003_00086405_0.jpg,319,3,white,sedan
VeRi\image_query\0319_c004_00086405_0.jpg,319,4,white,sedan
VeRi\image_query\0319_c005_00087165_0.jpg,319,5,white,sedan
VeRi\image_query\0319_c006_00085680_0.jpg,319,6,white,sedan
VeRi\image_query\0319_c007_00087255_0.jpg,319,7,white,sedan
VeRi\image_query\0319_c008_00086590_0.jpg,319,8,white,sedan
VeRi\image_query\0319_c009_00086575_0.jpg,319,9,white,sedan
VeRi\image_query\0319_c010_00085845_0.jpg,319,10,white,sedan
VeRi\image_query\0319_c011_00085680_0.jpg,319,11,white,sedan
VeRi\image_query\0322_c001_00040365_0.jpg,322,1,white,sedan
VeRi\image_query\0322_c002_00040895_0.jpg,322,2,white,sedan
VeRi\image_query\0322_c012_00039060_0.jpg,322,12,white,sedan
VeRi\image_query\0322_c013_00039145_0.jpg,322,13,white,sedan
VeRi\image_query\0322_c014_00037750_0.jpg,322,14,white,sedan
VeRi\image_query\0322_c016_00037515_1.jpg,322,16,white,sedan
VeRi\image_query\0322_c017_00038520_0.jpg,322,17,white,sedan
VeRi\image_query\0322_c019_00038315_0.jpg,322,19,white,sedan
VeRi\image_query\0326_c002_00085185_0.jpg,326,2,white,sedan
VeRi\image_query\0326_c003_00087040_0.jpg,326,3,white,sedan
VeRi\image_query\0326_c004_00087065_0.jpg,326,4,white,sedan
VeRi\image_query\0326_c006_00086175_0.jpg,326,6,white,sedan
VeRi\image_query\0326_c009_00089965_0.jpg,326,9,white,sedan
VeRi\image_query\0326_c010_00086345_0.jpg,326,10,white,sedan
VeRi\image_query\0326_c011_00086195_0.jpg,326,11,white,sedan
VeRi\image_query\0327_c014_00043365_0.jpg,327,14,white,sedan
VeRi\image_query\0327_c016_00044175_0.jpg,327,16,white,sedan
VeRi\image_query\0332_c001_00012620_0.jpg,332,1,white,sedan
VeRi\image_query\0332_c012_00013090_0.jpg,332,12,white,sedan
VeRi\image_query\0332_c013_00013010_0.jpg,332,13,white,sedan
VeRi\image_query\0332_c014_00014950_0.jpg,332,14,white,sedan
VeRi\image_query\0332_c015_00014810_0.jpg,332,15,white,sedan
VeRi\image_query\0332_c016_00015860_0.jpg,332,16,white,sedan
VeRi\image_query\0332_c017_00013675_0.jpg,332,17,white,sedan
VeRi\image_query\0332_c019_00013905_0.jpg,332,19,white,sedan
VeRi\image_query\0337_c001_00073720_1.jpg,337,1,white,sedan
VeRi\image_query\0337_c002_00072490_0.jpg,337,2,white,sedan
VeRi\image_query\0337_c003_00071400_0.jpg,337,3,white,sedan
VeRi\image_query\0337_c004_00071290_0.jpg,337,4,white,sedan
VeRi\image_query\0337_c005_00035060_0.jpg,337,5,white,sedan
VeRi\image_query\0337_c006_00071825_0.jpg,337,6,white,sedan
VeRi\image_query\0337_c007_00035120_0.jpg,337,7,white,sedan
VeRi\image_query\0337_c008_00034140_0.jpg,337,8,white,sedan
VeRi\image_query\0337_c009_00034215_0.jpg,337,9,white,sedan
VeRi\image_query\0337_c010_00071815_0.jpg,337,10,white,sedan
VeRi\image_query\0337_c011_00071825_0.jpg,337,11,white,sedan
VeRi\image_query\0337_c012_00074185_1.jpg,337,12,white,sedan
VeRi\image_query\0337_c013_00074085_0.jpg,337,13,white,sedan
VeRi\image_query\0337_c014_00075810_0.jpg,337,14,white,sedan
VeRi\image_query\0337_c015_00075650_0.jpg,337,15,white,sedan
VeRi\image_query\0337_c016_00076820_0.jpg,337,16,white,sedan
VeRi\image_query\0337_c017_00074835_0.jpg,337,17,white,sedan
VeRi\image_query\0337_c019_00075050_1.jpg,337,19,white,sedan
VeRi\image_query\0344_c001_00034120_0.jpg,344,1,white,sedan
VeRi\image_query\0344_c012_00034575_0.jpg,344,12,white,sedan
VeRi\image_query\0344_c013_00034465_0.jpg,344,13,white,sedan
VeRi\image_query\0344_c014_00036000_0.jpg,344,14,white,sedan
VeRi\image_query\0344_c015_00035855_0.jpg,344,15,white,sedan
VeRi\image_query\0344_c016_00037135_0.jpg,344,16,white,sedan
VeRi\image_query\0344_c017_00035175_1.jpg,344,17,white,sedan
VeRi\image_query\0344_c019_00035400_0.jpg,344,19,white,sedan
VeRi\image_query\0357_c014_00069330_0.jpg,357,14,white,sedan
VeRi\image_query\0357_c015_00069380_0.jpg,357,15,white,sedan
VeRi\image_query\0361_c001_00035850_0.jpg,361,1,white,sedan
VeRi\image_query\0361_c002_00074570_1.jpg,361,2,white,sedan
VeRi\image_query\0361_c003_00072950_0.jpg,361,3,white,sedan
VeRi\image_query\0361_c004_00072820_0.jpg,361,4,white,sedan
VeRi\image_query\0361_c006_00073545_0.jpg,361,6,white,sedan
VeRi\image_query\0361_c008_00072665_0.jpg,361,8,white,sedan
VeRi\image_query\0361_c009_00072765_0.jpg,361,9,white,sedan
VeRi\image_query\0361_c010_00073525_0.jpg,361,10,white,sedan
VeRi\image_query\0361_c011_00073555_0.jpg,361,11,white,sedan
VeRi\image_query\0361_c013_00036340_0.jpg,361,13,white,sedan
VeRi\image_query\0361_c014_00038035_0.jpg,361,14,white,sedan
VeRi\image_query\0361_c015_00037850_0.jpg,361,15,white,sedan
VeRi\image_query\0361_c016_00038750_0.jpg,361,16,white,sedan
